,f1_weighted,f1_0,f1_1,kind,metric,snr,model_name,bal_acc,corpus
0,0.2591443955898285,0.17574691772460938,0.4578034579753876,ekstedt_events,shift_hold_p_future_after,-10.0,CND_,0.5061741079768354,CND_-10
1,0.5315514802932739,0.5885111093521118,0.3958691954612732,ekstedt_events,shift_hold_p_future_after,-10.0,CND_,0.5054175228843639,CND_-10
2,0.5034369826316833,0.540473222732544,0.415213942527771,ekstedt_events,shift_hold_p_future_after,-10.0,CND_,0.5099897253876331,CND_-10
3,0.4078308939933777,0.3906020522117615,0.4488711953163147,ekstedt_events,shift_hold_p_future_after,-10.0,CND_,0.5103119745936858,CND_-10
4,0.3865255117416382,0.35811835527420044,0.4541935622692108,ekstedt_events,shift_hold_p_future_after,-10.0,CND_,0.508943583037549,CND_-10
0,0.28422239422798157,0.21585160493850708,0.44708681106567383,ekstedt_events,shift_hold_p_future_before,-10.0,CND_,0.4978750233513917,CND_-10
1,0.2598888874053955,0.17605634033679962,0.4595842957496643,ekstedt_events,shift_hold_p_future_before,-10.0,CND_,0.5025920044834672,CND_-10
2,0.32844972610473633,0.2825396955013275,0.4378109574317932,ekstedt_events,shift_hold_p_future_before,-10.0,CND_,0.5083878199140669,CND_-10
3,0.37782377004623413,0.34901365637779236,0.4464516043663025,ekstedt_events,shift_hold_p_future_before,-10.0,CND_,0.5065524005230712,CND_-10
4,0.253759503364563,0.17132867872714996,0.45011600852012634,ekstedt_events,shift_hold_p_future_before,-10.0,CND_,0.4972632168877265,CND_-10
0,0.38286054134368896,0.0,0.7043189406394958,ekstedt_events,s_pred_p_future,-10.0,CND_,0.5,CND_-10
1,0.3961254358291626,0.032608695328235626,0.7013422846794128,ekstedt_events,s_pred_p_future,-10.0,CND_,0.5013514945940216,CND_-10
2,0.3918164074420929,0.021978022530674934,0.7023411393165588,ekstedt_events,s_pred_p_future,-10.0,CND_,0.5009009963960144,CND_-10
3,0.42267462611198425,0.09278350323438644,0.6996586918830872,ekstedt_events,s_pred_p_future,-10.0,CND_,0.5087714649141403,CND_-10
4,0.3973892629146576,0.032786883413791656,0.7035176157951355,ekstedt_events,s_pred_p_future,-10.0,CND_,0.5037099851600594,CND_-10
0,0.23001646995544434,0.13903743028640747,0.4467353820800781,ekstedt_events,shift_hold_p_now_after,-10.0,CND_,0.5016019054735662,CND_-10
1,0.42718517780303955,0.4257703125476837,0.4305555522441864,ekstedt_events,shift_hold_p_now_after,-10.0,CND_,0.5016019054735662,CND_-10
2,0.2665647864341736,0.19178082048892975,0.44470587372779846,ekstedt_events,shift_hold_p_now_after,-10.0,CND_,0.49706239491873716,CND_-10
3,0.2958521842956543,0.23471073806285858,0.44149577617645264,ekstedt_events,shift_hold_p_now_after,-10.0,CND_,0.4990752848869793,CND_-10
4,0.30581510066986084,0.2450331151485443,0.4506024122238159,ekstedt_events,shift_hold_p_now_after,-10.0,CND_,0.4967401457126845,CND_-10
0,0.14217324554920197,0.011741682887077332,0.45287108421325684,ekstedt_events,shift_hold_p_now_before,-10.0,CND_,0.5,CND_-10
1,0.1821664273738861,0.06488549709320068,0.4615384638309479,ekstedt_events,shift_hold_p_now_before,-10.0,CND_,0.500990099009901,CND_-10
2,0.173298180103302,0.05363984778523445,0.4583333432674408,ekstedt_events,shift_hold_p_now_before,-10.0,CND_,0.5006118064636652,CND_-10
3,0.17707674205303192,0.06072106212377548,0.4542447626590729,ekstedt_events,shift_hold_p_now_before,-10.0,CND_,0.5,CND_-10
4,0.1598462164402008,0.03488372266292572,0.4575163424015045,ekstedt_events,shift_hold_p_now_before,-10.0,CND_,0.5,CND_-10
0,0.38286054134368896,0.0,0.7043189406394958,ekstedt_events,s_pred_p_now,-10.0,CND_,0.5,CND_-10
1,0.38286054134368896,0.0,0.7043189406394958,ekstedt_events,s_pred_p_now,-10.0,CND_,0.5,CND_-10
2,0.38286054134368896,0.0,0.7043189406394958,ekstedt_events,s_pred_p_now,-10.0,CND_,0.5,CND_-10
3,0.38859713077545166,0.011173184029757977,0.7054908275604248,ekstedt_events,s_pred_p_now,-10.0,CND_,0.5028089887640449,CND_-10
4,0.3942791819572449,0.02222222276031971,0.7066666483879089,ekstedt_events,s_pred_p_now,-10.0,CND_,0.5056179775280899,CND_-10
0,0.4655228853225708,0.44600000977516174,0.4917431175708771,ekstedt_events,backchannel,-10.0,CND_,0.4865920031143086,CND_-10
1,0.47691065073013306,0.5949656963348389,0.31835687160491943,ekstedt_events,backchannel,-10.0,CND_,0.47864153259917497,CND_-10
2,0.48577404022216797,0.5945945978164673,0.3396226465702057,ekstedt_events,backchannel,-10.0,CND_,0.4705506936074324,CND_-10
3,0.4611663818359375,0.5304420590400696,0.36812570691108704,ekstedt_events,backchannel,-10.0,CND_,0.4549529484866407,CND_-10
4,0.4773310124874115,0.517998218536377,0.42271292209625244,ekstedt_events,backchannel,-10.0,CND_,0.4715800624358984,CND_-10
0,0.5698138475418091,0.2300885021686554,0.7366296648979187,ekstedt_events,short_long,-10.0,CND_,0.5172410262710649,CND_-10
1,0.49844789505004883,0.40963855385780334,0.5420560836791992,ekstedt_events,short_long,-10.0,CND_,0.5183621025042489,CND_-10
2,0.4040102958679199,0.4325108826160431,0.3900156021118164,ekstedt_events,short_long,-10.0,CND_,0.5193193685115793,CND_-10
3,0.41190189123153687,0.42370370030403137,0.4061068594455719,ekstedt_events,short_long,-10.0,CND_,0.5030100129000553,CND_-10
4,0.4377073049545288,0.4031496047973633,0.4546762704849243,ekstedt_events,short_long,-10.0,CND_,0.5124291008866229,CND_-10
0,0.2442636787891388,0.10679611563682556,0.5027027130126953,roddy_events,overlaps_before_p_now,-10.0,CND_,0.48,CND_-10
1,0.3410186171531677,0.26271185278892517,0.4882352948188782,roddy_events,overlaps_before_p_now,-10.0,CND_,0.4879787234042553,CND_-10
2,0.2597599923610687,0.13270142674446106,0.4986301362514496,roddy_events,overlaps_before_p_now,-10.0,CND_,0.4922340425531915,CND_-10
3,0.26036813855171204,0.13953489065170288,0.48753461241722107,roddy_events,overlaps_before_p_now,-10.0,CND_,0.4779787234042553,CND_-10
